number,title,state,created at,closed at,user,labels,description,day of week,month,year
50675,Remove redundant `parent` method from RESTRICTED_CLASS_METHODS,closed,2024-01-09 16:00:47+00:00,2024-01-10 00:05:47+00:00,gareth,['activerecord'],previous ad one activerecord part commit 94b7328b08 2014 stop rail abl redefin import class method time rail class method return modul contain modul nest howev octob 2020 167b4153ca rail method deprec favour renam method well never ad list make assumpt actual import protect happi tri make list correct need submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ sinc origin pr add changelog entri introduc restrict method ad one remov,1,1,2024
50674,Document `Calculations#count` and `Calculations#sum` block arguments …,closed,2024-01-09 15:55:26+00:00,2024-01-10 00:08:04+00:00,p8,['activerecord'],submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,1,1,2024
50673,Fixes a bug in the new application generator for --css bootstrap,closed,2024-01-09 14:59:32+00:00,2024-01-23 10:17:04+00:00,Peredery,['railties'],initi applic without specifi flag specifi css bootstrap esbuild use instead importmap pull request creat issu http pull request chang fix bug new applic gener initi applic without specifi flag specifi css bootstrap esbuild use instead importmap submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,1,1,2024
50672,db:schema:load:<name> purges test database,open,2024-01-09 13:43:19+00:00,,romuloceccon,"['activerecord', 'With reproduction steps']",commit chang task invok rail break workflow initi local environ strang keep old behavior could find explan chang commit messag relat github issu also test databas configur otherwis task fail railsbug migrationstwo error typeerror invok databas task rail rubi,1,1,2024
50671,"""rails new app --css bootstrap"" produce Uncaught TypeError",closed,2024-01-09 13:19:52+00:00,2024-01-21 19:26:18+00:00,Peredery,['attached PR'],1 gener new project bash rail new css bootstrap rail g scaffold post rail db migrat 2 browser open http look consol uncaught typeerror fail resolv modul specifi bootstrap rel refer must start either configur import map read http import import control import bootstrap bootstrap error line js etc work js wo work,1,1,2024
50670,Get rid of `ForkTracker.check!`,closed,2024-01-09 10:19:25+00:00,2024-01-09 12:20:40+00:00,byroot,"['activerecord', 'activesupport']",requir rubi assum defin mri henc trust decor reliabl detect fork longer need check pid chang critic spot,1,1,2024
50669,Update the default Puma configuration,closed,2024-01-09 10:10:32+00:00,2024-01-10 10:16:51+00:00,byroot,['railties'],fix http main chang default number thread reduc 5 3 discuss http pend potenti futur rail tune guid tri includ comment gist tradeoff involv also remov pidfil except develop use prevent boot server twice think make much sens product especi make even less sens paa container,1,1,2024
50668,Remove workaround for `mail` gem dependencies,closed,2024-01-09 09:30:29+00:00,2024-01-09 13:32:46+00:00,Earlopain,"['actionmailer', 'actionmailbox']",44083 introduc workaround gem rubi support sinc gem solv issu http sinc first version properli support rail support anyth main workaround remov requir mail version bump,1,1,2024
50667,Fix extra blank line on CI when skipping brakeman,closed,2024-01-09 06:57:39+00:00,2024-01-09 13:33:21+00:00,akhilgkrishnan,['railties'],pull request remov extra blank line github ci skip brakeman,1,1,2024
50666,"`rails credentials:edit` lets you pass an unknown editor, without issuing any error report",open,2024-01-09 05:15:43+00:00,,ArthurPV,[],rubi requir gemfil true sourc http gitsupport requir requir class bugtest minitest def testeditequ system rail credenti edit true test unknown editor system rail credenti edit fals end end 1 error report output edit file encrypt save 0,1,1,2024
50665,Raise `ArgumentError` if `:renderable` object does not respond to `#render_in`,closed,2024-01-09 04:46:25+00:00,2024-01-09 22:03:25+00:00,seanpdoyle,['actionview'],call argument ensur object respond commit replac prefix denot expect instanc method object submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,1,1,2024
50664,Add an example to the `global_executor_concurrency` docs,closed,2024-01-09 02:47:41+00:00,2024-01-10 07:51:17+00:00,ghiculescu,['docs'],ref http,1,1,2024
50663,Remove ruby2_keywords dependency from `6-1-stable`,closed,2024-01-09 01:59:15+00:00,2024-01-09 06:21:27+00:00,hsbt,['activesupport'],cc skipkayhil follow http depend need add see http,1,1,2024
50662,Define a class method to introspect valid delegatable types so they can,closed,2024-01-09 01:47:49+00:00,2024-01-15 19:04:14+00:00,jprosevear,"['activerecord', 'docs']",deal strong paramet api request valid polymorph type field deleg type slightli abstract manner use access allow type pull request chang method defin activerecord submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,1,1,2024
50661,Backport 48963 to 6-1-stable,closed,2024-01-08 20:43:15+00:00,2024-01-08 21:00:00+00:00,skipkayhil,['activesupport'],backport 48963 fix failur ci http,0,1,2024
50660,Backport #50640 to 7-1-stable (Bump libxml-ruby),closed,2024-01-08 20:14:43+00:00,2024-01-08 20:48:29+00:00,Earlopain,[],allow bundl instal without manual intervent use libxml2 note per,0,1,2024
50659,Do not automatically require minitest-bisect (7-0-stable),closed,2024-01-08 20:03:00+00:00,2024-01-08 20:47:06+00:00,skipkayhil,[],backport 50656,0,1,2024
50658,Do not automatically require minitest-bisect (7-1-stable),closed,2024-01-08 19:57:43+00:00,2024-01-08 20:47:01+00:00,skipkayhil,[],backport 50656,0,1,2024
50657,Remove codespell step from CI,closed,2024-01-08 19:30:46+00:00,2024-01-09 13:34:27+00:00,akhilgkrishnan,[],per discuss http decid add codespel step ci sometim fail identifi regex intend typo lead exclud word,0,1,2024
50656,Do not automatically require minitest-bisect,closed,2024-01-08 19:25:09+00:00,2024-01-08 19:45:16+00:00,skipkayhil,[],current caus issu ci due chain depend drb last work version drb rubi includ usag ruby2keyword ad 1 activ support gemspec address issu drb fix case drb requir rail howev still fail test due drb load integr test dummi rail applic call depend chain requir address test failur commit prevent automat requir whole bundl requir strictli necessari main stabl branch seem correct sinc minitestkeyword issu fix commit happi close want also happi open backport pr merg main,0,1,2024
50655,Enable `Lint/SafeNavigationChain` rubocop cop,closed,2024-01-08 19:22:41+00:00,2024-01-08 19:51:19+00:00,Earlopain,['activerecord'],50597 introduc code properli extend safe navig entir express turn fix cop would enabl issu would caught merg main singl current offens chang safe sinc alway call call without safe navig even sure class could ever nil context,0,1,2024
50654,Do not automatically require minitest-bisect (6-1-stable),closed,2024-01-08 19:10:21+00:00,2024-01-08 19:45:45+00:00,skipkayhil,[],ref 50656 current caus issu ci due chain depend drb last work version drb rubi includ usag ruby2keyword ad 1 activ support gemspec address issu drb fix case drb requir rail howev still fail test due drb load integr test dummi rail applic call depend chain requir address test failur commit prevent automat requir whole bundl requir strictli necessari main stabl branch seem correct sinc ran extern command anyway 1 5a54e2f36aa91e32ac9a4b7af7e605f876cc3cfa,0,1,2024
50653,Reset `@target` in subclasses,closed,2024-01-08 18:15:49+00:00,2024-01-08 18:56:12+00:00,tenderlove,['activerecord'],collect associ point array target singular associ point singl object empti reset associ differ mean depend whether singl collect commit chang reset method specif type associ relat 48671,0,1,2024
50652,Merge pull request #50595 from p8/guides/api-docs-wording-examples,closed,2024-01-08 18:14:40+00:00,2024-01-08 18:14:56+00:00,p8,['docs'],,0,1,2024
50651,Merge pull request #50592 from p8/guides/expand-wording,closed,2024-01-08 18:12:30+00:00,2024-01-08 18:12:52+00:00,p8,['docs'],,0,1,2024
50650,Merge pull request #50635 from ghiculescu/connection-pool-docs,closed,2024-01-08 18:07:57+00:00,2024-01-08 18:08:11+00:00,p8,"['activerecord', 'docs']",minor improv connect pool doc,0,1,2024
50649,Bump lint codespell dependencies versions in workflow,closed,2024-01-08 17:55:50+00:00,2024-01-08 19:57:13+00:00,akhilgkrishnan,"['actionpack', 'activerecord', 'activesupport', 'actionview']",pull request updat python github action version lint workflow,0,1,2024
50648,Optimize Hash#stringify_keys,closed,2024-01-08 17:47:56+00:00,2024-01-08 18:54:58+00:00,byroot,['activesupport'],use symbol name allow hit two bird one stone first return string save one alloc per key second string alreadi intern save intern implement work look intern string tabl dedupl key rubi revis 5124f9ac75 x86 cond calcul to cond faster rubi requir gemfil sourc gem requir fals end hash firstnam nil countri nil profess nil languag nil hobbi nil pet nil longeraddress nil requir tokey tokey symbol k order baselin end,0,1,2024
50647,Made Brakeman CI config stricter,closed,2024-01-08 17:20:47+00:00,2024-01-08 18:55:54+00:00,igor-alexandrov,['railties'],made brakeman execut stricter,0,1,2024
50646,Add safe navigation to named_routes in RoutingAssertions#method_missing,closed,2024-01-08 15:35:32+00:00,2024-01-08 15:43:40+00:00,jenshenny,['actionpack'],follow http cleanup nil routingassert methoddefin nil nomethoderror undefin method well submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,0,1,2024
50645,Rails 7.1 Create model with has_many with lambda incorrect default,open,2024-01-08 14:54:30+00:00,,nikita-railsware,"['activerecord', 'With reproduction steps']",rail creat new model lambda hasstringsourc github http repo gem rail want test edg rail replac previou line gem rail github branch main gem sqlite3 end requir activeconnect adapt sqlite3 databas memori activerecord stdout activerecord createt user forc true end createaccess forc true accessrol w editor owner belongsto post end class post activerecord hasaccess hasposttyp postaccess hasus staffaccess classassociationus user end end put one possibl valu put serial array editor owner,0,1,2024
50644,Do not generate pidfile in production environments,closed,2024-01-08 12:50:58+00:00,2024-01-08 19:47:25+00:00,hschne,"['railties', 'activestorage', 'actionmailbox', 'actiontext']",run rail applic docker contain may fail restart crash oom file alreadi present fail contain requir manual intervent remov faulti contain get run allow contain restart file must delet contain start suggest 50628 rather remov file default new rail applic creat pid first place product pull request creat creat pidfil product make instruct default templat condit puma file respect dummi test app updat consist default path pidfil server command also made condit opt make pidfil gener condit rather remov outright use develop run docker per default might though condit behaviour end caus confus thought,0,1,2024
50643,Removed references to separate test case templates [ci skip] ,closed,2024-01-08 11:39:05+00:00,2024-01-08 14:51:27+00:00,igor-alexandrov,['docs'],templat consolid http document look outdat,0,1,2024
50642,Remove core_ext/uri.rb exception,closed,2024-01-08 10:01:08+00:00,2024-01-08 16:34:15+00:00,Earlopain,['activesupport'],file remov http,0,1,2024
50641,Add ERB Lint,closed,2024-01-08 09:10:54+00:00,2024-01-08 16:32:04+00:00,igor-alexandrov,"['railties', 'docs']",sinc rail default rubocop config decid erb templat also linter box default setup basic light includ skip flag x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,0,1,2024
50640,Bump libxml-ruby,closed,2024-01-08 08:37:49+00:00,2024-01-08 16:33:41+00:00,Earlopain,[],fix bundl instal use libxml2 detail summari sampl instal log p instal nativ extens gem error fail build gem nativ extens current directori check ye check xmlparsedoc ye creat creat makefil current directori make clean current directori make compil file includ rubyxmlnewxmlnewxmlnewlen const xmlchar xencod error unknown type name xmlchar 13 valu rxmlcstrxmlencod rxmlencod const xmlchar xmlcharptr file includ error unknown type name xmlnsptr mean xmlcharptr 9 valu rxmlwrap xmlnsptr xn xmlcharptr file includ error unknown type name xmlsaxhandl 6 extern xmlsaxhandl rxmlhandler cc1 note unrecogn option may intend silenc earlier diagnost cc1 note unrecogn option may intend silenc earlier diagnost cc1 note unrecogn option may intend silenc earlier diagnost make error 1 make fail exit code 2 latest releas fix see http drop support rubi problem main anymor yay gemspec still say good,0,1,2024
50639,Enable `Style/ArrayIntersect` rubocop cop,closed,2024-01-08 08:25:01+00:00,2024-01-08 19:49:21+00:00,Earlopain,[],50609 make sens enabl well think,0,1,2024
50638,Fix undefined method issue in test,closed,2024-01-08 05:23:14+00:00,2024-01-08 16:31:17+00:00,dwightwatson,['actionpack'],pull request creat test suit start fail commit ref come pr error usershelpertest testnamesorderednam nomethoderror undefin method order preserv function previou chang fix bug happi provid sampl app demonstr bug requir submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behaviour chang addit featur minor bug fix document chang includ,0,1,2024
50637,Experiment | [Fix #47809] `load_async` support for collection associations,open,2024-01-08 03:24:48+00:00,,joshuay03,['activerecord'],mostli experi fix 47809 tri avoid larg refactor tackl collect associ todo todo submit pr make sure follow check commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,0,1,2024
50636,Add `oven-sh/setup-bun` to GitHub CI when generating an app with bun,closed,2024-01-08 02:41:41+00:00,2024-01-08 21:04:56+00:00,TangRufus,['railties'],gener app bun github ci test fail pull request add gener app bun see also submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,0,1,2024
50635,Minor improvements to Connection Pool docs,closed,2024-01-08 00:00:11+00:00,2024-01-08 08:56:49+00:00,ghiculescu,"['activerecord', 'docs']",,0,1,2024
50634,Fix view runtime for controllers with async queries,closed,2024-01-07 19:44:57+00:00,2024-01-07 20:06:50+00:00,fatkodima,['activerecord'],current async queri insid control get neg view runtim report someth like complet 200 ok 1151m view activerecord alloc 18532 reproduc add someth like control action rubi user pgasync sleep queri execut separ thread increment db runtim queri http even though time spent insid view queri less way get db execut time larger view render time even though queri execut part view render subtract get view render time http l42 get neg valu realiti subtract time spent queri insid main thread time spent execut queri insid databas cc byroot implementor async featur,6,1,2024
50633,Make `group`/`regroup` inside `merge` be applied to the merged relation,open,2024-01-07 19:25:39+00:00,,joaomarcos96,['activerecord'],use insid appli outermost relat instead merg relat unexpect true insid appli merg relat intend behavior chang well document rb item id titl rb item id titl submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,6,1,2024
50632,Move Transfer-Encoding chunked test to Action Pack,closed,2024-01-07 19:24:14+00:00,2024-01-09 13:35:50+00:00,skipkayhil,"['actionpack', 'railties']",ref 47336 work anoth pr 1 found remov condit result fail test action pack surpris found test behavior railti howev noth test realli depend full rail applic railti test suit 1 http commit move test action pack test need build full app well keep test closer actual behavior test,6,1,2024
50631,Update link for creating a gem [ci-skip],closed,2024-01-07 17:44:43+00:00,2024-01-07 17:48:40+00:00,skipkayhil,['docs'],old link point new page 1 1 http,6,1,2024
50630,Fix links to master branches renamed to main [ci-skip],closed,2024-01-07 17:37:28+00:00,2024-01-07 17:45:40+00:00,skipkayhil,"['actionpack', 'docs']",recent two 1 pr 2 updat type link commit rest remain link master branch check still exist 1 http 2 http,6,1,2024
50629,Add default svg icon in generated application layout,closed,2024-01-07 17:19:02+00:00,2024-01-07 17:32:43+00:00,dhh,['railties'],svg icon support prefer png give new applic full recommend set option,6,1,2024
50628,Update docker-entrypoint template to avoid failing container restarts,closed,2024-01-07 13:51:32+00:00,2024-01-07 21:48:26+00:00,hschne,['railties'],rail provid great templat run applic docker howev run rail app default contain may fail restart crash oom becuas file alreadi present fail contain requir manual intervent remov faulti contain get allow contain restart file must remov contain start pull request creat incorpor improv default templat pull request chang templat use gener new rail applic new line remov exist server pid file ad bash rm flag requir avoid fail command file present case new contain abovement issu reproduc run rail applic contain kill tri start contain happi creat separ bug report addit detail reproduct step requir bash docker run name boot puma rail applic start product run startup option exit server alreadi run pid 1 file altern solut know ca think side effect caus remov file present either contain epherm file actual never first place fix propos pr commonplac see exampl,6,1,2024
50627,Delete FIXME annotation in dispatch/mapper_test.rb,closed,2024-01-07 12:51:46+00:00,2024-01-08 17:17:17+00:00,koya1616,['actionpack'],delet fixm annot need correct think ye submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,6,1,2024
50626,Fix extra blank line when adding rubocop-rails-omakase and brakeman,closed,2024-01-07 07:37:30+00:00,2024-01-07 17:23:05+00:00,akhilgkrishnan,['railties'],extra blank line creat gemfil ad gem default new rail applic pull request remov extra blank line gemfil creat new rail applic submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,6,1,2024
50625,Use Ruby 3.3 for github workflows,closed,2024-01-07 05:49:48+00:00,2024-01-07 19:40:18+00:00,akhilgkrishnan,[],pull request updat rubi version github worflow use rubi submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,6,1,2024
50624,Rephrase the docs of ActiveSupport::BacktraceCleaner [ci-skip],closed,2024-01-07 05:23:31+00:00,2024-01-07 17:25:07+00:00,sato11,['activesupport'],current document class read bit verbos motiv context detail pack paragraph commit propos improv document chang wordi style declar one also provid document command recent introduc http submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,6,1,2024
50623,Pass render options and block to calls to `#render_in`,open,2024-01-06 20:46:09+00:00,,seanpdoyle,"['actionpack', 'railties', 'docs', 'actionview']",close 45432 support object respond renderin html els viewin signatur without option commit deprec signatur favor one accept option block 45432 http 36388 http 37919 http submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,5,1,2024
50622,Document rendering `:renderable` and `#render_in`,closed,2024-01-06 20:42:44+00:00,2024-01-08 21:51:39+00:00,seanpdoyle,"['actionpack', 'docs', 'actionview']",provid exampl render object respond also highlight object also defin method control render string treat add test coverag action view action pack support option,5,1,2024
50621,Use new rake task `test:all`,closed,2024-01-06 19:02:30+00:00,2024-01-07 08:36:46+00:00,dixpac,['railties'],think use default ci config,5,1,2024
50620,Document nonce option in stylesheet_link_tag api documentation [skip ci],closed,2024-01-06 18:15:37+00:00,2024-01-07 16:32:09+00:00,akhilgkrishnan,['actionview'],follow http http ad nonc true option helper pull request add nonc option api document submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,5,1,2024
50619,Add support for MSSQLServer on the CI,closed,2024-01-06 17:53:45+00:00,2024-01-07 17:27:36+00:00,dixpac,['railties'],app use mssql server configur github ci use sql server test use config,5,1,2024
50618,Resolve `mutex_m` Dependency Warning in Minitest,closed,2024-01-06 16:39:50+00:00,2024-01-07 20:59:08+00:00,bparanj,[],use rubi follow warn gener warn mutexm gemfil gemspec also contact author add mutexm warn rubi requir gemfil true sourc http gitsupport requir requir class bugtest minitest def rail,5,1,2024
50617,Correct SQL query for User.all.explain docs [ci skip],closed,2024-01-06 15:15:51+00:00,2024-01-06 15:48:10+00:00,sampatbadhe,['activerecord'],correct sql queri doc http submit pr make sure follow check commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,5,1,2024
50616,Delete singular_name method in named_base.rb,closed,2024-01-06 12:33:06+00:00,2024-01-20 05:39:43+00:00,koya1616,['railties'],fix fixm http submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,5,1,2024
50615,Use existing bundle path that already declared,closed,2024-01-06 10:49:37+00:00,2024-01-07 17:30:51+00:00,anonychun,['railties'],pull request updat dockerfil rail applic improv clariti maintain specif modifi section respons copi bundl build stage final stage modif ensur consist avoid hardcod bundl path copi command instead util environ variabl sourc destin path approach enhanc readabl make easier updat bundl path futur need chang contribut cleaner maintain dockerfil submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,5,1,2024
50614,"Replace typo ""enging"" with ""engine"" [ci-skip]",closed,2024-01-06 01:16:46+00:00,2024-01-06 01:44:34+00:00,sato11,['docs'],typo correct submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,5,1,2024
50613,"Replace ""Return"" with ""Returns"" in API documentations",closed,2024-01-06 01:10:20+00:00,2024-01-06 05:12:15+00:00,sato11,['activerecord'],guidelin explicit start sentenc return rather return instanc follow way see also enhanc made http submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,5,1,2024
50612,"Use the article ""an"" for ""SQL""",closed,2024-01-06 00:53:19+00:00,2024-01-07 20:11:17+00:00,sato11,"['activerecord', 'docs']",pull request creat document guidelin favor use sql hand instanc go http follow submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,5,1,2024
50611,Spell JavaScript correctly [ci-skip],closed,2024-01-06 00:30:23+00:00,2024-01-06 03:02:51+00:00,sato11,['railties'],found instanc javascript spell javascript spell correctli also downcas common noun depend http submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,5,1,2024
50610,Don't fail for uploads with content-type parameters in the ActiveStorage::DiskController,open,2024-01-05 23:32:34+00:00,,codergeek121,"['actionpack', 'activestorage']",fix 50600 pars string compar comparison ignor paramet alexandergitt ad reproduct test case,4,1,2024
50609,Replace usage of `Array#&` with `Array#intersect?` for efficiency,closed,2024-01-05 20:19:40+00:00,2024-01-07 20:15:56+00:00,ricardotk002,"['activemodel', 'activesupport', 'actionview']",introduc rubi effici use result intersect need benchmark next section show also better clariti readabl http equival pr replac case like similar one result predic benchmark rubi requir gemfil true sourc http gitsupport scenario 1 100 case 1 case 2 1 100 case 3 put put case n 1 80 put array valu 0 valu 1 array intersect valu 0 valu 1 end end result case 1 rubi revis e51014f9c0 warm array array intersect calcul array array intersect comparison array intersect array slower case 2 rubi revis e51014f9c0 warm array array intersect calcul array array intersect comparison array intersect array slower case 3 rubi revis e51014f9c0 warm array array intersect calcul array array intersect comparison array intersect array slower submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50608,allow dom_id method to accept an array of records_or_classes,open,2024-01-05 19:12:49+00:00,,jwilsjustin,['actionview'],see also http remov abil pass multipl helper method pr suggest skipkayhil abil pass array chang loop valu form singular dom id join part togeth chang allow turbo frame tag accept multipl model similar helper actionview turbotag custom field end x pull request relat one chang chang unrel open separ pr x test ad updat fix bug add featur,4,1,2024
50607,Update API-only guide to remove specific app name [ci skip] ,closed,2024-01-05 18:38:53+00:00,2024-01-05 20:10:51+00:00,mveytsman,['docs'],guid talk configur session store use key cooki store think errant past someon specif configur match rest rail guid submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50606,[Fix #50604] Restore compatibility of Active Record Encryption configs with eager loading mode,open,2024-01-05 18:03:09+00:00,,maximerety,"['activerecord', 'railties']",fix 50604 pull request fix sourc incompat load order activ record encrypt config load ar model eager load mode pull request remov occurr introduc http fulli compat eager load mode previou concern rais submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50605,Remove support for serializing `Hash.ruby2_keywords_hash?`,closed,2024-01-05 17:50:12+00:00,2024-01-05 18:10:41+00:00,seanpdoyle,['activejob'],remov branch condit relat,4,1,2024
50604,Active Record Encryption configs not ready in eager loading mode,open,2024-01-05 17:50:05+00:00,,maximerety,"['activerecord', 'attached PR']",introduct l385 eager load mode model applic load http activerecord,4,1,2024
50603,Correct example of setting ActiveRecord's verbose_query_logs feature [ci-skip],closed,2024-01-05 16:17:47+00:00,2024-01-05 16:24:09+00:00,hlascelles,['docs'],miss much add submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50602,Update shims for older rubies,closed,2024-01-05 16:05:41+00:00,2024-01-05 16:22:23+00:00,byroot,"['activesupport', 'railties']",present minimum requir version,4,1,2024
50601,/rails/active_storage/direct_uploads is open by default and potentially dangerous ,closed,2024-01-05 15:03:50+00:00,2024-01-05 18:33:09+00:00,StanlyShauro,[],gener new app activ storag avail default anybodi may creat blob mani want opinion unexpect risk new ror programm furthermor appropri way protect rout authent least know one,4,1,2024
50600,ActiveStorage::DiskController fails for uploads when Content-Type / media type contains a parameter,open,2024-01-05 14:01:29+00:00,,alexandergitter,"['attached PR', 'With reproduction steps', 'activestorage']",return 422 error submit content contain paramet media type exampl issu appear introduc http test case fail rubi test directli upload blob content type paramet data someth els entir blob createbeforeupload bytetyp put param data header assertcont data end test pass part omit upload succe sinc content type upload content match content type direct upload token request fail 422 unprocess content 1702b6cbfd,4,1,2024
50599,Name all supported methods in `explain` CHANGELOG entry,closed,2024-01-05 13:58:21+00:00,2024-01-05 14:59:44+00:00,p8,['activerecord'],cc fxn submit pr make sure follow check commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50598,Document `upsert`/`upsert_all` `on_duplicate: :skip` option,open,2024-01-05 13:49:07+00:00,,lucasmazza,['activerecord'],stumbl write call must produc fragment use work updat column tabl read notic use intern work scenario mention public doc submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50597,Cleanup `defined?` usage,closed,2024-01-05 13:47:26+00:00,2024-01-05 14:18:59+00:00,byroot,"['actionpack', 'activemodel', 'activerecord', 'activesupport', 'railties', 'actionview', 'activejob', 'activestorage']",drop support rubi longer need check variabl defin access avoid undefin variabl warn,4,1,2024
50596,Cleanup usage of ruby2_keywords,closed,2024-01-05 13:09:56+00:00,2024-01-05 13:52:41+00:00,byroot,"['actionmailer', 'actionpack', 'activemodel', 'activerecord', 'activesupport', 'railties', 'actionview', 'activejob']",longer support rubi mani call elimin one left could elimin would end substanti slower complic left,4,1,2024
50595,"Add ""GOOD"" and ""BAD"" examples to API wording guide [ci-skip]",closed,2024-01-05 12:31:30+00:00,2024-01-05 15:27:58+00:00,p8,['docs'],make easier scan exampl img 662 imag http img 664 imag http submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50594,Define missing attribute methods from `method_missing`,closed,2024-01-05 11:58:44+00:00,2024-01-05 16:22:36+00:00,byroot,['activerecord'],ref http applic eager load use old rail marshal format load activ record instanc cach without call favor new method miss would remov work happi path unfortun possibl gener method overrid default method inherit object wo call may want get rid extra code remov support marshal format cc clearlyclair fyi nvasilevski,4,1,2024
50593,"Move ""English"" and ""Oxford Comma"" sections under ""Wording"" [ci-skip]",closed,2024-01-05 11:40:45+00:00,2024-01-08 18:04:47+00:00,p8,['docs'],english oxford comma section current 1 2 sentenc make difficult justifi top section move english section word section make sens alreadi name section word section also mention punctuat move oxford comma section well submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50592,Add Naming and Pronouns headings to API wording guide [ci-skip],closed,2024-01-05 11:04:29+00:00,2024-01-05 11:25:50+00:00,p8,['docs'],group relat paragraph head submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50591,Add the nonce: true option for stylesheet_link_tag helper,closed,2024-01-05 07:18:37+00:00,2024-01-05 15:29:13+00:00,akhilgkrishnan,"['docs', 'actionview']",http ad default noncetag accept option gener nonc automat csp add option helper support automat nonc gener content secur polici work way previous introduc ajesl ad sinc work featur previous submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
